DateTime,Timestamp,signal
2025-06-28T07:00:00.000Z,1751094000000000001,0.011674135470521766
2025-06-28T07:00:00.910Z,1751094000910876484,0.07574412691438027
2025-06-28T07:00:01.658Z,1751094001658803448,0.04041646889974777
2025-06-28T07:00:01.960Z,1751094001960638787,2.125399007729586E-4
2025-06-28T07:00:02.187Z,1751094002187589682,0.006077563963026808
2025-06-28T07:00:02.612Z,1751094002612192722,0.15042242717435914
2025-06-28T07:00:03.084Z,1751094003084154762,0.380219882440886
2025-06-28T07:00:03.381Z,1751094003381560156,0.03368540840087398
2025-06-28T07:00:04.697Z,1751094004697715766,0.025338106015134875
2025-06-28T07:00:04.991Z,1751094004991811810,0.0815777626003285
2025-06-28T07:00:05.183Z,1751094005183758107,0.07721641840089467
2025-06-28T07:00:05.406Z,1751094005406324588,0.7130533705340755
2025-06-28T07:00:06.345Z,1751094006345502400,0.07138361943947122
2025-06-28T07:00:06.375Z,1751094006375398060,0.11270256649688111
2025-06-28T07:00:06.629Z,1751094006629245752,0.0017553007299398679
2025-06-28T07:00:06.752Z,1751094006752443236,0.16193922766160773
2025-06-28T07:00:06.994Z,1751094006994105280,0.07252329916794731
2025-06-28T07:00:07.289Z,1751094007289408925,0.13298082557369992
2025-06-28T07:00:07.712Z,1751094007712154048,0.24402756133826742
2025-06-28T07:00:07.718Z,1751094007718868400,5.758263470990894E-4
2025-06-28T07:00:08.569Z,1751094008569959000,0.1875981355083491
2025-06-28T07:00:09.026Z,1751094009026746032,0.24678563330194206
2025-06-28T07:00:09.323Z,1751094009323460436,0.21004206675399992
2025-06-28T07:00:09.357Z,1751094009357436640,0.0035865317483740164
2025-06-28T07:00:09.543Z,1751094009543033312,0.3313312263672218
2025-06-28T07:00:09.725Z,1751094009725370455,0.7917932743469733
2025-06-28T07:00:09.794Z,1751094009794958255,8.283315195158922E-5
2025-06-28T07:00:10.020Z,1751094010020291800,0.35034124788405385
2025-06-28T07:00:10.338Z,1751094010338681920,0.20871455062225183
2025-06-28T07:00:10.398Z,1751094010398945084,0.0634621335076256
2025-06-28T07:00:10.832Z,1751094010832357268,0.13510689520300134
2025-06-28T07:00:10.845Z,1751094010845535568,0.0022426874196251265
2025-06-28T07:00:11.396Z,1751094011396162912,0.6065833318093724
2025-06-28T07:00:11.711Z,1751094011711604971,0.056994536351402156
2025-06-28T07:00:11.808Z,1751094011808002025,0.005007393012420561
2025-06-28T07:00:12.013Z,1751094012013361184,0.1685351286707807
2025-06-28T07:00:12.470Z,1751094012470880376,1.942311148116861E-8
2025-06-28T07:00:12.630Z,1751094012630559164,0.02502248667669922
2025-06-28T07:00:12.959Z,1751094012959636526,0.9516921246368308
2025-06-28T07:00:13.171Z,1751094013171660640,0.5254967526698616
2025-06-28T07:00:13.910Z,1751094013910837140,0.21675533996019175
2025-06-28T07:00:14.595Z,1751094014595107268,0.008557619337157926
2025-06-28T07:00:14.892Z,1751094014892306300,8.128637798883068E-4
2025-06-28T07:00:15.032Z,1751094015032256148,0.1842236337043389
2025-06-28T07:00:15.832Z,1751094015832239510,0.40829085386310626
2025-06-28T07:00:16.144Z,1751094016144083104,0.5911037512205636
2025-06-28T07:00:16.402Z,1751094016402117070,0.02352558195209637
2025-06-28T07:00:16.843Z,1751094016843591784,0.0013821781671189807
2025-06-28T07:00:16.932Z,1751094016932902454,0.33760609264393926
2025-06-28T07:00:17.124Z,1751094017124663710,0.44786585303061205
2025-06-28T07:00:17.650Z,1751094017650024510,0.5410319924736269
2025-06-28T07:00:18.272Z,1751094018272633246,0.4230860971272132
2025-06-28T07:00:18.494Z,1751094018494973796,4.958332098017299E-4
2025-06-28T07:00:18.857Z,1751094018857712830,0.0021283295206277124
2025-06-28T07:00:19.874Z,1751094019874384960,0.06370224053651749
2025-06-28T07:00:20.333Z,1751094020333063494,0.0018267445335478168
2025-06-28T07:00:20.377Z,1751094020377514728,0.10249507199150158
2025-06-28T07:00:20.810Z,1751094020810833710,0.8093807590008266
2025-06-28T07:00:21.904Z,1751094021904784800,0.054433840544616606
2025-06-28T07:00:22.529Z,1751094022529533620,0.2571385573889275
2025-06-28T07:00:22.730Z,1751094022730144695,0.10576543948236677
2025-06-28T07:00:22.915Z,1751094022915786201,2.9773564727624875E-4
2025-06-28T07:00:23.181Z,1751094023181893602,0.45546188899813245
2025-06-28T07:00:23.498Z,1751094023498694967,0.34275614217691536
2025-06-28T07:00:23.553Z,1751094023553149430,0.49735652734924035
2025-06-28T07:00:23.765Z,1751094023765937920,0.489652623351227
2025-06-28T07:00:23.820Z,1751094023820637800,0.005991760963383703
2025-06-28T07:00:24.035Z,1751094024035359611,0.006529111203242437
2025-06-28T07:00:24.193Z,1751094024193000524,0.013244731238501726
2025-06-28T07:00:25.488Z,1751094025488882792,0.12666962772578766
2025-06-28T07:00:25.562Z,1751094025562556474,0.014117327546807364
2025-06-28T07:00:25.728Z,1751094025728590140,0.5271050454484882
2025-06-28T07:00:25.932Z,1751094025932817560,0.9428704447793569
2025-06-28T07:00:26.268Z,1751094026268486804,0.11402023230024051
2025-06-28T07:00:26.323Z,1751094026323381986,0.09855271913425832
2025-06-28T07:00:26.356Z,1751094026356969860,0.5099344331535377
2025-06-28T07:00:26.447Z,1751094026447425312,0.08715496833055883
2025-06-28T07:00:26.514Z,1751094026514152575,0.006968631903470125
